Task all data
-----------------------------
task_1474677180476_0130_m_000051 [u'MAP', 1474713660, 1474713716]
task_1474677180476_0130_m_000050 [u'MAP', 1474713660, 1474713711]
task_1474677180476_0130_m_000053 [u'MAP', 1474713660, 1474713716]
task_1474677180476_0130_m_000052 [u'MAP', 1474713660, 1474713736]
task_1474677180476_0130_m_000055 [u'MAP', 1474713660, 1474713698]
task_1474677180476_0130_m_000054 [u'MAP', 1474713660, 1474713716]
task_1474677180476_0130_m_000057 [u'MAP', 1474713660, 1474713747]
task_1474677180476_0130_m_000056 [u'MAP', 1474713660, 1474713737]
task_1474677180476_0130_m_000059 [u'MAP', 1474713660, 1474713714]
task_1474677180476_0130_m_000058 [u'MAP', 1474713660, 1474713699]
task_1474677180476_0130_r_000083 [u'REDUCE', 1474713660, 1474713829]
task_1474677180476_0130_r_000038 [u'REDUCE', 1474713660, 1474713797]
task_1474677180476_0130_r_000082 [u'REDUCE', 1474713660, 1474713828]
task_1474677180476_0130_r_000076 [u'REDUCE', 1474713660, 1474713824]
task_1474677180476_0130_r_000077 [u'REDUCE', 1474713660, 1474713824]
task_1474677180476_0130_r_000074 [u'REDUCE', 1474713660, 1474713821]
task_1474677180476_0130_r_000039 [u'REDUCE', 1474713660, 1474713797]
task_1474677180476_0130_r_000072 [u'REDUCE', 1474713660, 1474713821]
task_1474677180476_0130_r_000073 [u'REDUCE', 1474713660, 1474713821]
task_1474677180476_0130_r_000070 [u'REDUCE', 1474713660, 1474713820]
task_1474677180476_0130_r_000071 [u'REDUCE', 1474713660, 1474713821]
task_1474677180476_0130_r_000078 [u'REDUCE', 1474713660, 1474713824]
task_1474677180476_0130_r_000079 [u'REDUCE', 1474713660, 1474713825]
task_1474677180476_0134_m_000000 [u'MAP', 1474713954, 1474713960]
task_1474677180476_0134_m_000001 [u'MAP', 1474713954, 1474713960]
task_1474677180476_0130_m_000024 [u'MAP', 1474713660, 1474713714]
task_1474677180476_0130_m_000025 [u'MAP', 1474713660, 1474713712]
task_1474677180476_0130_m_000026 [u'MAP', 1474713660, 1474713679]
task_1474677180476_0130_m_000027 [u'MAP', 1474713660, 1474713714]
task_1474677180476_0130_m_000020 [u'MAP', 1474713660, 1474713700]
task_1474677180476_0130_m_000021 [u'MAP', 1474713660, 1474713709]
task_1474677180476_0130_m_000022 [u'MAP', 1474713660, 1474713678]
task_1474677180476_0130_m_000023 [u'MAP', 1474713660, 1474713679]
task_1474677180476_0130_m_000028 [u'MAP', 1474713660, 1474713696]
task_1474677180476_0130_m_000029 [u'MAP', 1474713660, 1474713716]
task_1474677180476_0130_r_000069 [u'REDUCE', 1474713660, 1474713820]
task_1474677180476_0130_r_000068 [u'REDUCE', 1474713660, 1474713818]
task_1474677180476_0130_r_000061 [u'REDUCE', 1474713660, 1474713811]
task_1474677180476_0130_r_000060 [u'REDUCE', 1474713660, 1474713811]
task_1474677180476_0130_r_000063 [u'REDUCE', 1474713660, 1474713813]
task_1474677180476_0130_r_000062 [u'REDUCE', 1474713660, 1474713811]
task_1474677180476_0130_r_000065 [u'REDUCE', 1474713660, 1474713818]
task_1474677180476_0130_r_000064 [u'REDUCE', 1474713660, 1474713815]
task_1474677180476_0130_r_000067 [u'REDUCE', 1474713660, 1474713818]
task_1474677180476_0130_r_000066 [u'REDUCE', 1474713660, 1474713818]
task_1474677180476_0130_m_000037 [u'MAP', 1474713660, 1474713697]
task_1474677180476_0130_m_000036 [u'MAP', 1474713660, 1474713726]
task_1474677180476_0130_m_000035 [u'MAP', 1474713660, 1474713719]
task_1474677180476_0130_m_000034 [u'MAP', 1474713660, 1474713696]
task_1474677180476_0130_m_000033 [u'MAP', 1474713660, 1474713715]
task_1474677180476_0130_m_000032 [u'MAP', 1474713660, 1474713718]
task_1474677180476_0130_m_000031 [u'MAP', 1474713660, 1474713698]
task_1474677180476_0130_m_000030 [u'MAP', 1474713660, 1474713696]
task_1474677180476_0131_m_000001 [u'MAP', 1474713841, 1474713866]
task_1474677180476_0130_m_000039 [u'MAP', 1474713660, 1474713729]
task_1474677180476_0130_m_000038 [u'MAP', 1474713660, 1474713732]
task_1474677180476_0131_m_000003 [u'MAP', 1474713841, 1474713867]
task_1474677180476_0131_m_000002 [u'MAP', 1474713841, 1474713866]
task_1474677180476_0130_r_000018 [u'REDUCE', 1474713660, 1474713783]
task_1474677180476_0130_r_000019 [u'REDUCE', 1474713660, 1474713783]
task_1474677180476_0130_r_000014 [u'REDUCE', 1474713660, 1474713776]
task_1474677180476_0130_r_000015 [u'REDUCE', 1474713660, 1474713777]
task_1474677180476_0130_r_000016 [u'REDUCE', 1474713660, 1474713782]
task_1474677180476_0130_r_000017 [u'REDUCE', 1474713660, 1474713782]
task_1474677180476_0130_r_000010 [u'REDUCE', 1474713660, 1474713774]
task_1474677180476_0130_r_000011 [u'REDUCE', 1474713660, 1474713777]
task_1474677180476_0130_r_000012 [u'REDUCE', 1474713660, 1474713775]
task_1474677180476_0130_r_000013 [u'REDUCE', 1474713660, 1474713775]
task_1474677180476_0130_m_000008 [u'MAP', 1474713660, 1474713678]
task_1474677180476_0130_m_000009 [u'MAP', 1474713660, 1474713679]
