Now using intermediate_files/q71/job_1475271333482_0128-1475313436203-ubuntu-select+i_brand_id+brand_id%2C+i_b...i_brand_id%28Stage-1475313489159-26-0-SUCCEEDED-default-1475313440469.jhist
Now using intermediate_files/q71/job_1475271333482_0129-1475313493272-ubuntu-select+i_brand_id+brand_id%2C+i_b...i_brand_id%28Stage-1475313586146-51-0-SUCCEEDED-default-1475313497249.jhist
Now using intermediate_files/q71/job_1475271333482_0130-1475313588255-ubuntu-select+i_brand_id+brand_id%2C+i_b...i_brand_id%28Stage-1475313701747-75-0-SUCCEEDED-default-1475313591086.jhist
Now using intermediate_files/q71/job_1475271333482_0131-1475313714497-ubuntu-select+i_brand_id+brand_id%2C+i_b...i_brand_id%28Stage-1475313733179-12-0-SUCCEEDED-default-1475313719172.jhist
Now using intermediate_files/q71/job_1475271333482_0132-1475313740373-ubuntu-select+i_brand_id+brand_id%2C+i_b...i_brand_id%28Stage-1475313760501-3-1-SUCCEEDED-default-1475313745047.jhist
Now using intermediate_files/q71/job_1475271333482_0133-1475313761739-ubuntu-select+i_brand_id+brand_id%2C+i_b...i_brand_id%28Stage-1475313778830-1-1-SUCCEEDED-default-1475313765978.jhist
Task all data
-----------------------------
task_1475271333482_0131_m_000002 [u'MAP', 1475313719, 1475313731]
task_1475271333482_0129_m_000000 [u'MAP', 1475313497, 1475313524]
task_1475271333482_0129_m_000001 [u'MAP', 1475313497, 1475313523]
task_1475271333482_0129_m_000002 [u'MAP', 1475313497, 1475313523]
task_1475271333482_0129_m_000003 [u'MAP', 1475313497, 1475313524]
task_1475271333482_0129_m_000004 [u'MAP', 1475313497, 1475313521]
task_1475271333482_0129_m_000005 [u'MAP', 1475313497, 1475313521]
task_1475271333482_0129_m_000006 [u'MAP', 1475313497, 1475313524]
task_1475271333482_0129_m_000007 [u'MAP', 1475313497, 1475313524]
task_1475271333482_0129_m_000008 [u'MAP', 1475313497, 1475313523]
task_1475271333482_0129_m_000009 [u'MAP', 1475313497, 1475313523]
task_1475271333482_0130_m_000074 [u'MAP', 1475313591, 1475313701]
task_1475271333482_0130_m_000073 [u'MAP', 1475313591, 1475313683]
task_1475271333482_0130_m_000072 [u'MAP', 1475313591, 1475313679]
task_1475271333482_0130_m_000071 [u'MAP', 1475313591, 1475313676]
task_1475271333482_0130_m_000070 [u'MAP', 1475313591, 1475313700]
task_1475271333482_0130_m_000009 [u'MAP', 1475313591, 1475313615]
task_1475271333482_0130_m_000042 [u'MAP', 1475313591, 1475313684]
task_1475271333482_0130_m_000043 [u'MAP', 1475313591, 1475313683]
task_1475271333482_0130_m_000040 [u'MAP', 1475313591, 1475313665]
task_1475271333482_0130_m_000041 [u'MAP', 1475313591, 1475313666]
task_1475271333482_0130_m_000046 [u'MAP', 1475313591, 1475313686]
task_1475271333482_0130_m_000047 [u'MAP', 1475313591, 1475313654]
task_1475271333482_0130_m_000044 [u'MAP', 1475313591, 1475313633]
task_1475271333482_0130_m_000045 [u'MAP', 1475313591, 1475313637]
task_1475271333482_0130_m_000048 [u'MAP', 1475313591, 1475313656]
task_1475271333482_0130_m_000049 [u'MAP', 1475313591, 1475313656]
task_1475271333482_0129_m_000013 [u'MAP', 1475313497, 1475313523]
task_1475271333482_0129_m_000012 [u'MAP', 1475313497, 1475313549]
task_1475271333482_0129_m_000011 [u'MAP', 1475313497, 1475313523]
task_1475271333482_0129_m_000010 [u'MAP', 1475313497, 1475313548]
task_1475271333482_0129_m_000017 [u'MAP', 1475313497, 1475313523]
task_1475271333482_0129_m_000016 [u'MAP', 1475313497, 1475313523]
task_1475271333482_0129_m_000015 [u'MAP', 1475313497, 1475313548]
task_1475271333482_0129_m_000014 [u'MAP', 1475313497, 1475313523]
task_1475271333482_0129_m_000019 [u'MAP', 1475313497, 1475313540]
task_1475271333482_0129_m_000018 [u'MAP', 1475313497, 1475313523]
task_1475271333482_0131_m_000009 [u'MAP', 1475313719, 1475313726]
task_1475271333482_0130_m_000032 [u'MAP', 1475313591, 1475313658]
task_1475271333482_0128_m_000021 [u'MAP', 1475313440, 1475313486]
task_1475271333482_0128_m_000020 [u'MAP', 1475313440, 1475313481]
task_1475271333482_0128_m_000023 [u'MAP', 1475313440, 1475313466]
task_1475271333482_0128_m_000022 [u'MAP', 1475313440, 1475313480]
task_1475271333482_0128_m_000025 [u'MAP', 1475313440, 1475313474]
task_1475271333482_0128_m_000024 [u'MAP', 1475313440, 1475313487]
task_1475271333482_0130_m_000036 [u'MAP', 1475313591, 1475313659]
task_1475271333482_0130_m_000055 [u'MAP', 1475313591, 1475313689]
task_1475271333482_0130_m_000054 [u'MAP', 1475313591, 1475313637]
task_1475271333482_0130_m_000057 [u'MAP', 1475313591, 1475313671]
task_1475271333482_0130_m_000056 [u'MAP', 1475313591, 1475313645]
task_1475271333482_0130_m_000051 [u'MAP', 1475313591, 1475313684]
task_1475271333482_0130_m_000050 [u'MAP', 1475313591, 1475313689]
task_1475271333482_0130_m_000053 [u'MAP', 1475313591, 1475313689]
task_1475271333482_0130_m_000052 [u'MAP', 1475313591, 1475313661]
task_1475271333482_0130_m_000034 [u'MAP', 1475313591, 1475313636]
task_1475271333482_0130_m_000059 [u'MAP', 1475313591, 1475313695]
task_1475271333482_0130_m_000058 [u'MAP', 1475313591, 1475313656]
task_1475271333482_0129_m_000026 [u'MAP', 1475313497, 1475313567]
task_1475271333482_0129_m_000027 [u'MAP', 1475313497, 1475313547]
task_1475271333482_0129_m_000024 [u'MAP', 1475313497, 1475313546]
task_1475271333482_0129_m_000025 [u'MAP', 1475313497, 1475313548]
task_1475271333482_0129_m_000022 [u'MAP', 1475313497, 1475313547]
task_1475271333482_0129_m_000023 [u'MAP', 1475313497, 1475313545]
task_1475271333482_0129_m_000020 [u'MAP', 1475313497, 1475313542]
task_1475271333482_0129_m_000021 [u'MAP', 1475313497, 1475313546]
task_1475271333482_0130_m_000039 [u'MAP', 1475313591, 1475313650]
task_1475271333482_0129_m_000028 [u'MAP', 1475313497, 1475313542]
task_1475271333482_0129_m_000029 [u'MAP', 1475313497, 1475313549]
task_1475271333482_0130_m_000038 [u'MAP', 1475313591, 1475313667]
task_1475271333482_0131_m_000005 [u'MAP', 1475313719, 1475313729]
task_1475271333482_0133_r_000000 [u'REDUCE', 1475313766, 1475313778]
task_1475271333482_0131_m_000004 [u'MAP', 1475313719, 1475313729]
task_1475271333482_0131_m_000007 [u'MAP', 1475313719, 1475313729]
task_1475271333482_0131_m_000006 [u'MAP', 1475313719, 1475313729]
task_1475271333482_0129_m_000039 [u'MAP', 1475313497, 1475313585]
task_1475271333482_0129_m_000038 [u'MAP', 1475313497, 1475313577]
task_1475271333482_0130_m_000022 [u'MAP', 1475313591, 1475313639]
task_1475271333482_0130_m_000023 [u'MAP', 1475313591, 1475313614]
task_1475271333482_0130_m_000024 [u'MAP', 1475313591, 1475313635]
task_1475271333482_0130_m_000025 [u'MAP', 1475313591, 1475313643]
task_1475271333482_0130_m_000026 [u'MAP', 1475313591, 1475313636]
task_1475271333482_0130_m_000027 [u'MAP', 1475313591, 1475313648]
task_1475271333482_0129_m_000031 [u'MAP', 1475313497, 1475313578]
task_1475271333482_0129_m_000030 [u'MAP', 1475313497, 1475313564]
task_1475271333482_0129_m_000033 [u'MAP', 1475313497, 1475313585]
task_1475271333482_0129_m_000032 [u'MAP', 1475313497, 1475313576]
task_1475271333482_0129_m_000035 [u'MAP', 1475313497, 1475313585]
