Task all data
-----------------------------
task_1474677180476_0159_m_000047 [u'MAP', 1474716299, 1474716336]
task_1474677180476_0159_m_000046 [u'MAP', 1474716299, 1474716321]
task_1474677180476_0159_m_000045 [u'MAP', 1474716299, 1474716334]
task_1474677180476_0159_m_000044 [u'MAP', 1474716299, 1474716336]
task_1474677180476_0159_m_000043 [u'MAP', 1474716299, 1474716321]
task_1474677180476_0159_m_000042 [u'MAP', 1474716299, 1474716319]
task_1474677180476_0159_m_000041 [u'MAP', 1474716299, 1474716333]
task_1474677180476_0159_m_000040 [u'MAP', 1474716299, 1474716321]
task_1474677180476_0159_m_000049 [u'MAP', 1474716299, 1474716329]
task_1474677180476_0159_m_000048 [u'MAP', 1474716299, 1474716334]
task_1474677180476_0160_m_000018 [u'MAP', 1474716342, 1474716367]
task_1474677180476_0160_m_000019 [u'MAP', 1474716342, 1474716368]
task_1474677180476_0160_m_000010 [u'MAP', 1474716342, 1474716355]
task_1474677180476_0160_m_000011 [u'MAP', 1474716342, 1474716365]
task_1474677180476_0160_m_000012 [u'MAP', 1474716342, 1474716365]
task_1474677180476_0160_m_000013 [u'MAP', 1474716342, 1474716356]
task_1474677180476_0160_m_000014 [u'MAP', 1474716342, 1474716368]
task_1474677180476_0160_m_000015 [u'MAP', 1474716342, 1474716366]
task_1474677180476_0160_m_000016 [u'MAP', 1474716342, 1474716355]
task_1474677180476_0160_m_000017 [u'MAP', 1474716342, 1474716356]
task_1474677180476_0158_m_000011 [u'MAP', 1474716270, 1474716290]
task_1474677180476_0158_m_000025 [u'MAP', 1474716270, 1474716289]
task_1474677180476_0160_m_000009 [u'MAP', 1474716342, 1474716356]
task_1474677180476_0160_m_000008 [u'MAP', 1474716342, 1474716368]
task_1474677180476_0160_m_000003 [u'MAP', 1474716342, 1474716355]
task_1474677180476_0160_m_000002 [u'MAP', 1474716342, 1474716356]
task_1474677180476_0160_m_000001 [u'MAP', 1474716342, 1474716356]
task_1474677180476_0160_m_000000 [u'MAP', 1474716342, 1474716356]
task_1474677180476_0160_m_000007 [u'MAP', 1474716342, 1474716355]
task_1474677180476_0160_m_000006 [u'MAP', 1474716342, 1474716356]
