Task all data
-----------------------------
task_1474677180476_0151_m_000000 [u'MAP', 1474715972, 1474715979]
task_1474677180476_0151_r_000000 [u'REDUCE', 1474715972, 1474715985]
task_1474677180476_0147_m_000039 [u'MAP', 1474715811, 1474715844]
task_1474677180476_0147_m_000038 [u'MAP', 1474715811, 1474715843]
task_1474677180476_0147_m_000031 [u'MAP', 1474715811, 1474715832]
task_1474677180476_0147_m_000030 [u'MAP', 1474715811, 1474715841]
task_1474677180476_0147_m_000033 [u'MAP', 1474715811, 1474715843]
task_1474677180476_0147_m_000032 [u'MAP', 1474715811, 1474715842]
task_1474677180476_0147_m_000035 [u'MAP', 1474715811, 1474715833]
task_1474677180476_0147_m_000034 [u'MAP', 1474715811, 1474715844]
task_1474677180476_0147_m_000037 [u'MAP', 1474715811, 1474715844]
task_1474677180476_0147_m_000036 [u'MAP', 1474715811, 1474715844]
task_1474677180476_0148_m_000012 [u'MAP', 1474715855, 1474715878]
task_1474677180476_0148_m_000013 [u'MAP', 1474715855, 1474715869]
task_1474677180476_0148_m_000010 [u'MAP', 1474715855, 1474715868]
task_1474677180476_0148_m_000011 [u'MAP', 1474715855, 1474715878]
task_1474677180476_0148_m_000016 [u'MAP', 1474715855, 1474715869]
task_1474677180476_0148_m_000017 [u'MAP', 1474715855, 1474715869]
task_1474677180476_0148_m_000014 [u'MAP', 1474715855, 1474715879]
task_1474677180476_0148_m_000015 [u'MAP', 1474715855, 1474715880]
task_1474677180476_0148_m_000018 [u'MAP', 1474715855, 1474715881]
task_1474677180476_0148_m_000019 [u'MAP', 1474715855, 1474715881]
task_1474677180476_0147_m_000048 [u'MAP', 1474715811, 1474715847]
task_1474677180476_0147_m_000049 [u'MAP', 1474715811, 1474715841]
task_1474677180476_0147_m_000044 [u'MAP', 1474715811, 1474715849]
task_1474677180476_0147_m_000045 [u'MAP', 1474715811, 1474715847]
task_1474677180476_0147_m_000046 [u'MAP', 1474715811, 1474715833]
task_1474677180476_0147_m_000047 [u'MAP', 1474715811, 1474715849]
task_1474677180476_0147_m_000040 [u'MAP', 1474715811, 1474715833]
task_1474677180476_0147_m_000041 [u'MAP', 1474715811, 1474715844]
task_1474677180476_0147_m_000042 [u'MAP', 1474715811, 1474715832]
task_1474677180476_0147_m_000043 [u'MAP', 1474715811, 1474715832]
task_1474677180476_0148_m_000005 [u'MAP', 1474715855, 1474715868]
task_1474677180476_0148_m_000004 [u'MAP', 1474715855, 1474715869]
task_1474677180476_0148_m_000007 [u'MAP', 1474715855, 1474715868]
task_1474677180476_0148_m_000006 [u'MAP', 1474715855, 1474715869]
task_1474677180476_0148_m_000001 [u'MAP', 1474715855, 1474715869]
task_1474677180476_0148_m_000000 [u'MAP', 1474715855, 1474715868]
task_1474677180476_0148_m_000003 [u'MAP', 1474715855, 1474715870]
task_1474677180476_0148_m_000002 [u'MAP', 1474715855, 1474715868]
task_1474677180476_0148_m_000009 [u'MAP', 1474715855, 1474715869]
task_1474677180476_0148_m_000008 [u'MAP', 1474715855, 1474715880]
task_1474677180476_0146_m_000010 [u'MAP', 1474715781, 1474715794]
task_1474677180476_0146_m_000011 [u'MAP', 1474715781, 1474715802]
task_1474677180476_0146_m_000012 [u'MAP', 1474715781, 1474715802]
task_1474677180476_0146_m_000013 [u'MAP', 1474715781, 1474715794]
task_1474677180476_0146_m_000014 [u'MAP', 1474715781, 1474715803]
task_1474677180476_0146_m_000015 [u'MAP', 1474715781, 1474715803]
