Task all data
-----------------------------
task_1474677180476_0124_r_000012 [u'REDUCE', 1474713316, 1474713433]
task_1474677180476_0127_m_000004 [u'MAP', 1474713584, 1474713595]
task_1474677180476_0127_m_000005 [u'MAP', 1474713584, 1474713592]
task_1474677180476_0127_m_000002 [u'MAP', 1474713584, 1474713599]
task_1474677180476_0127_m_000003 [u'MAP', 1474713584, 1474713597]
task_1474677180476_0127_m_000000 [u'MAP', 1474713584, 1474713600]
task_1474677180476_0127_m_000001 [u'MAP', 1474713584, 1474713599]
task_1474677180476_0124_r_000033 [u'REDUCE', 1474713316, 1474713452]
task_1474677180476_0124_r_000032 [u'REDUCE', 1474713316, 1474713452]
task_1474677180476_0124_r_000031 [u'REDUCE', 1474713316, 1474713445]
task_1474677180476_0124_r_000030 [u'REDUCE', 1474713316, 1474713446]
task_1474677180476_0124_r_000037 [u'REDUCE', 1474713316, 1474713453]
task_1474677180476_0124_r_000036 [u'REDUCE', 1474713316, 1474713453]
task_1474677180476_0124_r_000035 [u'REDUCE', 1474713316, 1474713452]
task_1474677180476_0124_r_000034 [u'REDUCE', 1474713316, 1474713452]
task_1474677180476_0124_r_000039 [u'REDUCE', 1474713316, 1474713454]
task_1474677180476_0124_r_000038 [u'REDUCE', 1474713316, 1474713456]
task_1474677180476_0124_m_000058 [u'MAP', 1474713316, 1474713356]
task_1474677180476_0124_m_000059 [u'MAP', 1474713316, 1474713372]
task_1474677180476_0124_m_000054 [u'MAP', 1474713316, 1474713373]
task_1474677180476_0124_m_000055 [u'MAP', 1474713316, 1474713356]
task_1474677180476_0124_m_000056 [u'MAP', 1474713316, 1474713397]
task_1474677180476_0124_m_000057 [u'MAP', 1474713316, 1474713402]
task_1474677180476_0124_m_000050 [u'MAP', 1474713316, 1474713368]
task_1474677180476_0124_m_000051 [u'MAP', 1474713316, 1474713371]
task_1474677180476_0124_m_000052 [u'MAP', 1474713316, 1474713394]
task_1474677180476_0124_m_000053 [u'MAP', 1474713316, 1474713372]
task_1474677180476_0128_r_000000 [u'REDUCE', 1474713606, 1474713618]
task_1474677180476_0124_r_000006 [u'REDUCE', 1474713316, 1474713430]
task_1474677180476_0124_r_000007 [u'REDUCE', 1474713316, 1474713430]
task_1474677180476_0124_r_000004 [u'REDUCE', 1474713316, 1474713430]
task_1474677180476_0124_r_000005 [u'REDUCE', 1474713316, 1474713431]
task_1474677180476_0124_r_000002 [u'REDUCE', 1474713316, 1474713428]
task_1474677180476_0124_r_000003 [u'REDUCE', 1474713316, 1474713428]
task_1474677180476_0124_r_000000 [u'REDUCE', 1474713316, 1474713429]
task_1474677180476_0124_r_000001 [u'REDUCE', 1474713316, 1474713428]
task_1474677180476_0124_r_000008 [u'REDUCE', 1474713316, 1474713431]
task_1474677180476_0124_r_000009 [u'REDUCE', 1474713316, 1474713432]
task_1474677180476_0124_m_000049 [u'MAP', 1474713316, 1474713391]
task_1474677180476_0124_m_000048 [u'MAP', 1474713316, 1474713403]
task_1474677180476_0124_m_000047 [u'MAP', 1474713316, 1474713393]
task_1474677180476_0124_m_000046 [u'MAP', 1474713316, 1474713392]
task_1474677180476_0124_m_000045 [u'MAP', 1474713316, 1474713354]
task_1474677180476_0124_m_000044 [u'MAP', 1474713316, 1474713393]
task_1474677180476_0124_m_000043 [u'MAP', 1474713316, 1474713391]
task_1474677180476_0124_m_000042 [u'MAP', 1474713316, 1474713389]
task_1474677180476_0124_m_000041 [u'MAP', 1474713316, 1474713387]
task_1474677180476_0124_m_000040 [u'MAP', 1474713316, 1474713391]
task_1474677180476_0129_m_000000 [u'MAP', 1474713625, 1474713630]
task_1474677180476_0124_r_000084 [u'REDUCE', 1474713316, 1474713485]
task_1474677180476_0124_r_000085 [u'REDUCE', 1474713316, 1474713486]
task_1474677180476_0124_r_000082 [u'REDUCE', 1474713316, 1474713485]
task_1474677180476_0124_r_000083 [u'REDUCE', 1474713316, 1474713485]
task_1474677180476_0124_r_000080 [u'REDUCE', 1474713316, 1474713483]
task_1474677180476_0124_r_000081 [u'REDUCE', 1474713316, 1474713485]
task_1474677180476_0124_m_000072 [u'MAP', 1474713316, 1474713410]
task_1474677180476_0124_m_000073 [u'MAP', 1474713316, 1474713411]
task_1474677180476_0124_m_000070 [u'MAP', 1474713316, 1474713408]
task_1474677180476_0124_m_000071 [u'MAP', 1474713316, 1474713409]
task_1474677180476_0124_m_000076 [u'MAP', 1474713316, 1474713375]
task_1474677180476_0124_m_000077 [u'MAP', 1474713316, 1474713415]
task_1474677180476_0124_m_000074 [u'MAP', 1474713316, 1474713409]
task_1474677180476_0124_m_000075 [u'MAP', 1474713316, 1474713412]
task_1474677180476_0124_r_000011 [u'REDUCE', 1474713316, 1474713431]
task_1474677180476_0124_r_000010 [u'REDUCE', 1474713316, 1474713431]
task_1474677180476_0124_m_000078 [u'MAP', 1474713316, 1474713389]
task_1474677180476_0124_m_000079 [u'MAP', 1474713316, 1474713412]
task_1474677180476_0124_r_000015 [u'REDUCE', 1474713316, 1474713432]
task_1474677180476_0124_r_000014 [u'REDUCE', 1474713316, 1474713432]
task_1474677180476_0124_r_000017 [u'REDUCE', 1474713316, 1474713439]
task_1474677180476_0124_r_000016 [u'REDUCE', 1474713316, 1474713440]
task_1474677180476_0128_m_000001 [u'MAP', 1474713606, 1474713612]
task_1474677180476_0128_m_000000 [u'MAP', 1474713606, 1474713612]
task_1474677180476_0124_m_000065 [u'MAP', 1474713316, 1474713407]
task_1474677180476_0124_m_000064 [u'MAP', 1474713316, 1474713405]
task_1474677180476_0124_m_000067 [u'MAP', 1474713316, 1474713405]
task_1474677180476_0124_m_000066 [u'MAP', 1474713316, 1474713407]
task_1474677180476_0124_m_000061 [u'MAP', 1474713316, 1474713372]
task_1474677180476_0124_m_000060 [u'MAP', 1474713316, 1474713402]
task_1474677180476_0124_m_000063 [u'MAP', 1474713316, 1474713389]
task_1474677180476_0124_m_000062 [u'MAP', 1474713316, 1474713386]
task_1474677180476_0124_r_000064 [u'REDUCE', 1474713316, 1474713473]
task_1474677180476_0124_r_000065 [u'REDUCE', 1474713316, 1474713475]
task_1474677180476_0124_r_000066 [u'REDUCE', 1474713316, 1474713476]
task_1474677180476_0124_r_000067 [u'REDUCE', 1474713316, 1474713475]
task_1474677180476_0124_m_000069 [u'MAP', 1474713316, 1474713373]
task_1474677180476_0124_m_000068 [u'MAP', 1474713316, 1474713408]
